name,sku,status,quantity,my_price_cad,official_price_usd,official_url,image_url,source_column_1,source_column_12,source_column_2,source_title,source_price,source_plus_gst,source_sell_price,source_35_percent,source_profit,source_profit_percent,source_status,source_type,source_summary_status,source_summary_value,source_summary_count,source_summary_total,source_extra
Munro Scottie Dog Space Outfit,MUN3SPD,Not in stock,0,110.00,60.00,https://us.jellycat.com/munro-scottie-dog-space-outfit/,https://tse2.mm.bing.net/th?q=Jellycat+Munro+Scottie+Dog+Space+Outfit&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Munro Scottie Dog Space Outfit,Jellycat Munro Scottie Dog Space Outfit,85.00,89.25,110.00,120.00,20.75,23.25%,,,,,,,
Original Grey Bashful Bunny (Medium),,Sold,0,60.00,,https://us.jellycat.com/search.php?search_query=Original+Grey+Bashful+Bunny+%28Medium%29,https://tse2.mm.bing.net/th?q=Jellycat+Original+Grey+Bashful+Bunny+%28Medium%29&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Original Grey Bashful Bunny (Medium),Jellycat Original Grey Bashful Bunny (Medium),44.95,47.20,60.00,65.00,12.80,27.13%,1-Sold,Bunny,,,,,
Otto Sausage Dog,OT3SD,Not in stock,0,50.00,35.00,https://us.jellycat.com/otto-sausage-dog/,https://tse2.mm.bing.net/th?q=Jellycat+Otto+Sausage+Dog&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Otto Sausage Dog,Jellycat Otto Sausage Dog,34.95,36.70,50.00,50.00,13.30,36.25%,0-Karen,Karen,Karen-2,255.00,6,"1,471.35",
Parrot,,Not in stock,0,70.00,,https://us.jellycat.com/search.php?search_query=Parrot,https://tse2.mm.bing.net/th?q=Jellycat+Parrot&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Parrot,Jellycat Parrot,48.00,50.40,70.00,70.00,19.60,38.89%,,Summer,,,,,
Pinchsnap Crab,CR2CRB,Not in stock,0,110.00,60.00,https://us.jellycat.com/pinchsnap-crab/,https://tse2.mm.bing.net/th?q=Jellycat+Pinchsnap+Crab&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Pinchsnap Crab,Jellycat Pinchsnap Crab,85.00,89.25,110.00,120.00,20.75,23.25%,,,,,,,
Pip Monster,,Not in stock,0,45.00,,https://us.jellycat.com/search.php?search_query=Pip+Monster,https://tse2.mm.bing.net/th?q=Jellycat+Pip+Monster&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Pip Monster,Jellycat Pip Monster,26.00,27.30,45.00,35.00,17.70,64.84%,0-Karen,Karen-3,,,,,
Pistachio,,Not in stock,0,60.00,,https://us.jellycat.com/search.php?search_query=Pistachio,https://tse2.mm.bing.net/th?q=Jellycat+Pistachio&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Pistachio,Jellycat Pistachio,38.00,39.90,60.00,50.00,20.10,50.38%,0-Karen,Karen-2,,,,,
Rainbow Birthday Cake,A1RBC,Keep,1,65.00,65.00,https://us.jellycat.com/amuseables-rainbow-birthday-cake/,https://tse2.mm.bing.net/th?q=Jellycat+Rainbow+Birthday+Cake&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Rainbow Birthday Cake,Jellycat Rainbow Birthday Cake,52.00,54.60,65.00,75.00,10.40,19.05%,1-Sold,,,,,,
Raindeer,,Not in stock,0,95.00,,https://us.jellycat.com/search.php?search_query=Raindeer,https://tse2.mm.bing.net/th?q=Jellycat+Raindeer&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Raindeer ,Jellycat Raindeer ,70.00,73.50,95.00,100.00,21.50,29.25%,,,,,,,
Red Love Heart Bunny,BB3LOVE,Keep,1,,38.00,https://us.jellycat.com/bashful-red-love-heart-bunny/,https://tse2.mm.bing.net/th?q=Jellycat+Red+Love+Heart+Bunny&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Red Love Heart Bunny,Jellycat Red Love Heart Bunny,34.95,36.70,,50.00,,,0-Keep,Bunny,,,,,
Ricky Rain Frog,RR3F,Not in stock,0,65.00,33.00,https://us.jellycat.com/ricky-rain-frog/,https://tse2.mm.bing.net/th?q=Jellycat+Ricky+Rain+Frog&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Ricky Rain Frog,Jellycat Ricky Rain Frog,45.00,47.25,65.00,65.00,17.75,37.57%,,,,,,,
Roarwell Sea Lion,SEA2LN,Not in stock,0,110.00,60.00,https://us.jellycat.com/roarwell-sea-lion/,https://tse2.mm.bing.net/th?q=Jellycat+Roarwell+Sea+Lion&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Roarwell Sea Lion,Jellycat Roarwell Sea Lion,85.00,89.25,110.00,120.00,20.75,23.25%,,,,,,,
Rockleton,R3RMON,Not in stock,0,130.00,75.00,https://us.jellycat.com/rockleton/,https://tse2.mm.bing.net/th?q=Jellycat+Rockleton&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Rockleton,Jellycat Rockleton,105.00,110.25,130.00,150.00,19.75,17.91%,,,,,,,
Sandcastle,,Sold,0,95.00,,https://us.jellycat.com/search.php?search_query=Sandcastle,https://tse2.mm.bing.net/th?q=Jellycat+Sandcastle&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Sandcastle,Jellycat Sandcastle,84.00,88.20,95.00,120.00,6.80,7.71%,1-Sold,Summer,,,,,
Sensational Mussel,,Sold,0,40.00,,https://us.jellycat.com/search.php?search_query=Sensational+Mussel,https://tse2.mm.bing.net/th?q=Jellycat+Sensational+Mussel&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Sensational Mussel,Jellycat Sensational Mussel,14.25,14.96,40.00,20.00,25.04,167.34%,1-Sold,,,,,,
Skelebat Jim,,Keep,1,50.00,,https://us.jellycat.com/search.php?search_query=Skelebat+Jim,https://tse2.mm.bing.net/th?q=Jellycat+Skelebat+Jim&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Skelebat Jim,Jellycat Skelebat Jim,33.40,35.07,50.00,45.00,14.93,42.57%,1-Sold,Halloween,,,,,
Skeleton Bob Bag Charm,,Keep,1,55.00,,https://us.jellycat.com/search.php?search_query=Skeleton+Bob+Bag+Charm,https://tse2.mm.bing.net/th?q=Jellycat+Skeleton+Bob+Bag+Charm&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Skeleton Bob Bag Charm,Jellycat Skeleton Bob Bag Charm,29.50,30.98,55.00,40.00,24.03,77.56%,1-Sold,Halloween,,,,,
Skipson Lamb Original,BAS3LAM,Not in stock,0,65.00,35.00,https://us.jellycat.com/skipson-lamb-original/,https://tse2.mm.bing.net/th?q=Jellycat+Skipson+Lamb+Original&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Skipson Lamb Original,Jellycat Skipson Lamb Original,45.00,47.25,65.00,65.00,17.75,37.57%,,,,,,,
Sky Dragon Bag Charm,SKY4BC,Keep,1,70.00,35.00,https://us.jellycat.com/sky-dragon-bag-charm/,https://tse2.mm.bing.net/th?q=Jellycat+Sky+Dragon+Bag+Charm&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Sky Dragon Bag Charm,Jellycat Sky Dragon Bag Charm,48.00,50.40,70.00,70.00,19.60,38.89%,,,,,,,
Sky Dragon Large,,Not in stock,0,125.00,,https://us.jellycat.com/search.php?search_query=Sky+Dragon+Large,https://tse2.mm.bing.net/th?q=Jellycat+Sky+Dragon+Large&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Sky Dragon Large,Jellycat Sky Dragon Large,100.00,105.00,125.00,140.00,20.00,19.05%,,,,,,,
Smudge Cow Original,SMG2C,Not in stock,0,80.00,40.00,https://us.jellycat.com/smudge-cow-original/,https://tse2.mm.bing.net/th?q=Jellycat+Smudge+Cow+Original&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Smudge Cow Original,Jellycat Smudge Cow Original,55.00,57.75,80.00,80.00,22.25,38.53%,,,,,,,
Smudge Pig Original,SMG2PG,Not in stock,0,80.00,40.00,https://us.jellycat.com/smudge-pig-original/,https://tse2.mm.bing.net/th?q=Jellycat+Smudge+Pig+Original&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Smudge Pig Original,Jellycat Smudge Pig Original,55.00,57.75,80.00,80.00,22.25,38.53%,,,,,,,
Snoozling Hedgehog,,Not in stock,0,50.00,,https://us.jellycat.com/search.php?search_query=Snoozling+Hedgehog,https://tse2.mm.bing.net/th?q=Jellycat+Snoozling+Hedgehog&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Snoozling Hedgehog,Jellycat Snoozling Hedgehog,31.00,32.55,50.00,45.00,17.45,53.61%,,,,,,,
Snowman,,Sold,0,50.00,,https://us.jellycat.com/search.php?search_query=Snowman,https://tse2.mm.bing.net/th?q=Jellycat+Snowman&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Snowman,Jellycat Snowman,35.00,36.75,50.00,50.00,13.25,36.05%,1-Sold,Christmas,,,,,
Springlowe Luxe Bunny Big,BAH2LPB,Not in stock,0,165.00,100.00,https://us.jellycat.com/springlowe-luxe-bunny-big/,https://tse2.mm.bing.net/th?q=Jellycat+Springlowe+Luxe+Bunny+Big&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Springlowe Luxe Bunny Big,Jellycat Springlowe Luxe Bunny Big,140.00,147.00,165.00,200.00,18.00,12.24%,,,,,,,
Squawkatoo,CKT3P,Sold,0,65.00,35.00,https://us.jellycat.com/squawkatoo/,https://tse2.mm.bing.net/th?q=Jellycat+Squawkatoo&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Squawkatoo,Jellycat Squawkatoo,50.00,52.50,65.00,70.00,12.50,23.81%,1-Sold,Summer,,,,,
Storm cloud,A2SCL,Not in stock,0,55.00,33.00,https://us.jellycat.com/amuseables-storm-cloud/,https://tse2.mm.bing.net/th?q=Jellycat+Storm+cloud&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Storm cloud,Jellycat Storm cloud,46.00,48.30,55.00,65.00,6.70,13.87%,,,,,,,
Strutton Pigeon,PIG3EONY,Not in stock,0,95.00,50.00,https://us.jellycat.com/strutton-pigeon/,https://tse2.mm.bing.net/th?q=Jellycat+Strutton+Pigeon&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Strutton Pigeon,Jellycat Strutton Pigeon,70.00,73.50,95.00,100.00,21.50,29.25%,,,,,,,
Thimble Turtle,TS4TUR,Not in stock,0,65.00,30.00,https://us.jellycat.com/thimble-turtle/,https://tse2.mm.bing.net/th?q=Jellycat+Thimble+Turtle&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Thimble Turtle,Jellycat Thimble Turtle,42.00,44.10,65.00,60.00,20.90,47.39%,,,,,,,
Thistlepop Blossom Bunny Bag Charm,BP4MAG,Not in stock,0,65.00,30.00,https://us.jellycat.com/thistlepop-blossom-bunny-bag-charm/,https://tse2.mm.bing.net/th?q=Jellycat+Thistlepop+Blossom+Bunny+Bag+Charm&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Thistlepop Blossom Bunny Bag Charm,Jellycat Thistlepop Blossom Bunny Bag Charm,42.00,44.10,65.00,60.00,20.90,47.39%,,,,,,,
Thistlepop Blossom Luxe Bunny Original,BAS3MAG,Not in stock,0,95.00,50.00,https://us.jellycat.com/thistlepop-blossom-luxe-bunny-original/,https://tse2.mm.bing.net/th?q=Jellycat+Thistlepop+Blossom+Luxe+Bunny+Original&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Thistlepop Blossom Luxe Bunny Original,Jellycat Thistlepop Blossom Luxe Bunny Original,70.00,73.50,95.00,100.00,21.50,29.25%,,,,,,,
Timmy Turtle Romantic Outfit,,Not in stock,0,115.00,,https://us.jellycat.com/search.php?search_query=Timmy+Turtle+Romantic+Outfit,https://tse2.mm.bing.net/th?q=Jellycat+Timmy+Turtle+Romantic+Outfit&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Timmy Turtle Romantic Outfit,Jellycat Timmy Turtle Romantic Outfit,90.00,94.50,115.00,130.00,20.50,21.69%,,,,,,,
Trixiwoo Raccoon,RA3CN,Not in stock,0,100.00,55.00,https://us.jellycat.com/trixiwoo-raccoon/,https://tse2.mm.bing.net/th?q=Jellycat+Trixiwoo+Raccoon&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Trixiwoo Raccoon,Jellycat Trixiwoo Raccoon,75.00,78.75,100.00,105.00,21.25,26.98%,,,,,,,
Tumblie Sheep Dog Medium,,Not in stock,0,70.00,,https://us.jellycat.com/search.php?search_query=Tumblie+Sheep+Dog+Medium,https://tse2.mm.bing.net/th?q=Jellycat+Tumblie+Sheep+Dog+Medium&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Tumblie Sheep Dog Medium,Jellycat Tumblie Sheep Dog Medium,48.00,50.40,70.00,70.00,19.60,38.89%,,,,,,,
Ukulele,,Not in stock,0,80.00,,https://us.jellycat.com/search.php?search_query=Ukulele,https://tse2.mm.bing.net/th?q=Jellycat+Ukulele&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Ukulele,Jellycat Ukulele,63.00,66.15,80.00,90.00,13.85,20.94%,,Summer,,,,,
Whale,,Sold,0,70.00,,https://us.jellycat.com/search.php?search_query=Whale,https://tse2.mm.bing.net/th?q=Jellycat+Whale&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Whale,Jellycat Whale,53.00,55.65,70.00,75.00,14.35,25.79%,1-Sold,Summer,,,,,
Wonda Wombat,WOM3BAT,Not in stock,0,150.00,55.00,https://us.jellycat.com/wonda-wombat/,https://tse2.mm.bing.net/th?q=Jellycat+Wonda+Wombat&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Wonda Wombat,Jellycat Wonda Wombat,62.00,65.10,150.00,90.00,84.90,130.41%,,,,,,,
Yummy Bunny,YUM6B,Not in stock,0,55.00,23.00,https://us.jellycat.com/yummy-bunny/,https://tse2.mm.bing.net/th?q=Jellycat+Yummy+Bunny&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Yummy Bunny,Jellycat Yummy Bunny,32.00,33.60,55.00,45.00,21.40,63.69%,0-Karen,Karen-3,,,,,
Zodihop Luxe Bunny Bag Charm,BAS4COSBC,Not in stock,0,65.00,30.00,https://us.jellycat.com/zodihop-luxe-bunny-bag-charm/,https://tse2.mm.bing.net/th?q=Jellycat+Zodihop+Luxe+Bunny+Bag+Charm&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Zodihop Luxe Bunny Bag Charm,Jellycat Zodihop Luxe Bunny Bag Charm,42.00,44.10,65.00,60.00,20.90,47.39%,,,,,,,
Zodihop Luxe Bunny Original,BAS3COS,Not in stock,0,95.00,50.00,https://us.jellycat.com/zodihop-luxe-bunny-original/,https://tse2.mm.bing.net/th?q=Jellycat+Zodihop+Luxe+Bunny+Original&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Zodihop Luxe Bunny Original,Jellycat Zodihop Luxe Bunny Original,70.00,73.50,95.00,100.00,21.50,29.25%,,,,,,,
Zyllan Alien,AL3GRE,Not in stock,0,85.00,45.00,https://us.jellycat.com/zyllan-alien/,https://tse2.mm.bing.net/th?q=Jellycat+Zyllan+Alien&w=800&h=800&c=7&rs=1&p=0,Jellycat ,,Zyllan Alien,Jellycat Zyllan Alien,62.00,65.10,85.00,90.00,19.90,30.57%,,,,,,,
